name_common,year_ID,team_ID
Keegan Akin,2023,BAL
Bryan Baker,2023,BAL
Mike Baumann,2023,BAL
Félix Bautista,2023,BAL
Kyle Bradish,2023,BAL
Yennier Cano,2023,BAL
Danny Coulombe,2023,BAL
Kyle Gibson,2023,BAL
Logan Gillaspie,2023,BAL
Cole Irvin,2023,BAL
Dean Kremer,2023,BAL
Cionel Pérez,2023,BAL
Grayson Rodriguez,2023,BAL
Austin Voth,2023,BAL
Tyler Wells,2023,BAL
Richard Bleier,2023,BOS
Ryan Brasier,2023,BOS
Kutter Crawford,2023,BOS
Tanner Houck,2023,BOS
Kenley Jansen,2023,BOS
Zack Kelly,2023,BOS
Corey Kluber,2023,BOS
Chris Martin,2023,BOS
Kaleb Ort,2023,BOS
Nick Pivetta,2023,BOS
Chris Sale,2023,BOS
John Schreiber,2023,BOS
Garrett Whitlock,2023,BOS
Josh Winckowski,2023,BOS
Hanser Alberto,2023,CHW
Tanner Banks,2023,CHW
Aaron Bummer,2023,CHW
Dylan Cease,2023,CHW
Mike Clevinger,2023,CHW
Jake Diekman,2023,CHW
Lucas Giolito,2023,CHW
Kendall Graveman,2023,CHW
Joe Kelly,2023,CHW
Michael Kopech,2023,CHW
Jimmy Lambert,2023,CHW
Reynaldo López,2023,CHW
Lance Lynn,2023,CHW
Keynan Middleton,2023,CHW
José Ruiz,2023,CHW
Gregory Santos,2023,CHW
Jesse Scholtens,2023,CHW
Peyton Battenfield,2023,CLE
Shane Bieber,2023,CLE
Aaron Civale,2023,CLE
Emmanuel Clase,2023,CLE
Xzavion Curry,2023,CLE
Enyel De Los Santos,2023,CLE
Hunter Gaddis,2023,CLE
Tim Herrin,2023,CLE
James Karinchak,2023,CLE
Eli Morgan,2023,CLE
Zach Plesac,2023,CLE
Cal Quantrill,2023,CLE
Nick Sandlin,2023,CLE
Trevor Stephan,2023,CLE
Tyler Alexander,2023,DET
Matthew Boyd,2023,DET
José Cisnero,2023,DET
Mason Englert,2023,DET
Jason Foley,2023,DET
Garrett Hill,2023,DET
Tyler Holton,2023,DET
Alex Lange,2023,DET
Michael Lorenzen,2023,DET
Matt Manning,2023,DET
Zach McKinstry,2023,DET
Eduardo Rodriguez,2023,DET
Chasen Shreve,2023,DET
Spencer Turnbull,2023,DET
Joey Wentz,2023,DET
Trey Wingenter,2023,DET
Bryan Abreu,2023,HOU
Ronel Blanco,2023,HOU
Hunter Brown,2023,HOU
Luis Garcia,2023,HOU
Cristian Javier,2023,HOU
Seth Martinez,2023,HOU
Phil Maton,2023,HOU
Rafael Montero,2023,HOU
Hector Neris,2023,HOU
Ryan Pressly,2023,HOU
Ryne Stanek,2023,HOU
José Urquidy,2023,HOU
Framber Valdez,2023,HOU
Scott Barlow,2023,KCR
Kris Bubic,2023,KCR
Aroldis Chapman,2023,KCR
Taylor Clarke,2023,KCR
Dylan Coleman,2023,KCR
Jose Cuas,2023,KCR
Nate Eaton,2023,KCR
Amir Garrett,2023,KCR
Zack Greinke,2023,KCR
Carlos Hernández,2023,KCR
Brad Keller,2023,KCR
Jordan Lyles,2023,KCR
Brady Singer,2023,KCR
Josh Staumont,2023,KCR
Josh Taylor,2023,KCR
Ryan Yarbrough,2023,KCR
Tyler Anderson,2023,LAA
Jaime Barria,2023,LAA
Griffin Canning,2023,LAA
Tucker Davidson,2023,LAA
Reid Detmers,2023,LAA
Carlos Estévez,2023,LAA
Jimmy Herget,2023,LAA
Aaron Loup,2023,LAA
Matt Moore,2023,LAA
Shohei Ohtani,2023,LAA
José Quijada,2023,LAA
Patrick Sandoval,2023,LAA
José Suarez,2023,LAA
Ryan Tepera,2023,LAA
Andrew Wantz,2023,LAA
Jorge Alcala,2023,MIN
Jhoan Duran,2023,MIN
Sonny Gray,2023,MIN
Griffin Jax,2023,MIN
Jorge López,2023,MIN
Pablo López,2023,MIN
Kenta Maeda,2023,MIN
Tyler Mahle,2023,MIN
Jovani Moran,2023,MIN
Emilio Pagán,2023,MIN
Joe Ryan,2023,MIN
Cole Sands,2023,MIN
Caleb Thielbar,2023,MIN
Louie Varland,2023,MIN
Albert Abreu,2023,NYY
Colten Brewer,2023,NYY
Jhony Brito,2023,NYY
Gerrit Cole,2023,NYY
Jimmy Cordero,2023,NYY
Nestor Cortes,2023,NYY
Domingo Germán,2023,NYY
Ian Hamilton,2023,NYY
Clay Holmes,2023,NYY
Isiah Kiner-Falefa,2023,NYY
Michael King,2023,NYY
Jonathan Loáisiga,2023,NYY
Ron Marinaccio,2023,NYY
Wandy Peralta,2023,NYY
Clarke Schmidt,2023,NYY
Domingo Acevedo,2023,OAK
Jeurys Familia,2023,OAK
Shintaro Fujinami,2023,OAK
Hogan Harris,2023,OAK
Zach Jackson,2023,OAK
Dany Jiménez,2023,OAK
James Kaprielian,2023,OAK
Richard Lovelady,2023,OAK
Adrián Martinez,2023,OAK
Trevor May,2023,OAK
Sam Moll,2023,OAK
Kyle Muller,2023,OAK
Adam Oller,2023,OAK
Carlos Pérez,2023,OAK
JP Sears,2023,OAK
Chad Smith,2023,OAK
Ken Waldichuk,2023,OAK
Matt Brash,2023,SEA
J.B. Bukauskas,2023,SEA
Diego Castillo,2023,SEA
Luis Castillo,2023,SEA
Matt Festa,2023,SEA
Chris Flexen,2023,SEA
Logan Gilbert,2023,SEA
Marco Gonzales,2023,SEA
Trevor Gott,2023,SEA
George Kirby,2023,SEA
Tommy Milone,2023,SEA
Andrés Muñoz,2023,SEA
Penn Murfee,2023,SEA
Robbie Ray,2023,SEA
José Rodríguez,2023,SEA
Paul Sewald,2023,SEA
Gabe Speier,2023,SEA
Justin Topa,2023,SEA
Jason Adam,2023,TBR
Jalen Beeks,2023,TBR
Taj Bradley,2023,TBR
Braden Bristo,2023,TBR
Yonny Chirinos,2023,TBR
Garrett Cleavinger,2023,TBR
Zach Eflin,2023,TBR
Pete Fairbanks,2023,TBR
Calvin Faucher,2023,TBR
Josh Fleming,2023,TBR
Trevor Kelley,2023,TBR
Kevin Kelly,2023,TBR
Shane McClanahan,2023,TBR
Colin Poche,2023,TBR
Drew Rasmussen,2023,TBR
Jeffrey Springs,2023,TBR
Ryan Thompson,2023,TBR
Brock Burke,2023,TEX
Jacob deGrom,2023,TEX
Dane Dunning,2023,TEX
Nathan Eovaldi,2023,TEX
Jon Gray,2023,TEX
Andrew Heaney,2023,TEX
Taylor Hearn,2023,TEX
Jonathan Hernández,2023,TEX
Ian Kennedy,2023,TEX
José Leclerc,2023,TEX
Martín Pérez,2023,TEX
Cole Ragans,2023,TEX
Josh Sborz,2023,TEX
Will Smith,2023,TEX
Anthony Bass,2023,TOR
Chris Bassitt,2023,TOR
José Berríos,2023,TOR
Adam Cimber,2023,TOR
Yimi García,2023,TOR
Kevin Gausman,2023,TOR
Yusei Kikuchi,2023,TOR
Alek Manoah,2023,TOR
Tim Mayza,2023,TOR
Zach Pop,2023,TOR
Trevor Richards,2023,TOR
Jordan Romano,2023,TOR
Erik Swanson,2023,TOR
Madison Bumgarner,2023,ARI
Miguel Castro,2023,ARI
Andrew Chafin,2023,ARI
Zach Davies,2023,ARI
Luis Frías,2023,ARI
Zac Gallen,2023,ARI
Kevin Ginkel,2023,ARI
Drey Jameson,2023,ARI
Merrill Kelly,2023,ARI
Scott McGough,2023,ARI
Kyle Nelson,2023,ARI
Ryne Nelson,2023,ARI
José Ruiz,2023,ARI
Peter Solomon,2023,ARI
Cole Sulser,2023,ARI
Carlos Vargas,2023,ARI
Nick Anderson,2023,ATL
Jesse Chavez,2023,ATL
Dylan Dodd,2023,ATL
Bryce Elder,2023,ATL
Max Fried,2023,ATL
Joe Jiménez,2023,ATL
Dylan Lee,2023,ATL
Lucas Luetge,2023,ATL
Collin McHugh,2023,ATL
A.J. Minter,2023,ATL
Charlie Morton,2023,ATL
Jared Shuster,2023,ATL
Spencer Strider,2023,ATL
Michael Tonkin,2023,ATL
Kyle Wright,2023,ATL
Kirby Yates,2023,ATL
Danny Young,2023,ATL
Adbert Alzolay,2023,CHC
Javier Assad,2023,CHC
Brad Boxberger,2023,CHC
Michael Fulmer,2023,CHC
Mark Leiter Jr.,2023,CHC
Julian Merryweather,2023,CHC
Michael Rucker,2023,CHC
Drew Smyly,2023,CHC
Justin Steele,2023,CHC
Marcus Stroman,2023,CHC
Jameson Taillon,2023,CHC
Keegan Thompson,2023,CHC
Hayden Wesneski,2023,CHC
Graham Ashcraft,2023,CIN
Luis Cessa,2023,CIN
Fernando Cruz,2023,CIN
Alexis Díaz,2023,CIN
Buck Farmer,2023,CIN
Ian Gibaut,2023,CIN
Hunter Greene,2023,CIN
Kevin Herget,2023,CIN
Joel Kuhnel,2023,CIN
Derek Law,2023,CIN
Casey Legumina,2023,CIN
Nick Lodolo,2023,CIN
Connor Overton,2023,CIN
Reiver Sanmartin,2023,CIN
Jason Vosler,2023,CIN
Alex Young,2023,CIN
Jake Bird,2023,COL
Ty Blach,2023,COL
Noah Davis,2023,COL
Ryan Feltner,2023,COL
Kyle Freeland,2023,COL
Austin Gomber,2023,COL
Brad Hand,2023,COL
Pierce Johnson,2023,COL
Dinelson Lamet,2023,COL
Justin Lawrence,2023,COL
Germán Márquez,2023,COL
Connor Seabold,2023,COL
Brent Suter,2023,COL
José Ureña,2023,COL
Yency Almonte,2023,LAD
Phil Bickford,2023,LAD
Caleb Ferguson,2023,LAD
Brusdar Graterol,2023,LAD
Michael Grove,2023,LAD
Andre Jackson,2023,LAD
Clayton Kershaw,2023,LAD
Dustin May,2023,LAD
Shelby Miller,2023,LAD
Evan Phillips,2023,LAD
Noah Syndergaard,2023,LAD
Julio Urías,2023,LAD
Alex Vesia,2023,LAD
Sandy Alcantara,2023,MIA
Matt Barnes,2023,MIA
Huascar Brazoban,2023,MIA
Edward Cabrera,2023,MIA
Daniel Castano,2023,MIA
JT Chargois,2023,MIA
Johnny Cueto,2023,MIA
Dylan Floro,2023,MIA
Braxton Garrett,2023,MIA
Jeff Lindgren,2023,MIA
Jesús Luzardo,2023,MIA
Andrew Nardi,2023,MIA
A.J. Puk,2023,MIA
Trevor Rogers,2023,MIA
Tanner Scott,2023,MIA
Devin Smeltzer,2023,MIA
George Soriano,2023,MIA
Jacob Stallings,2023,MIA
Corbin Burnes,2023,MIL
Matt Bush,2023,MIL
Javy Guerra,2023,MIL
Janson Junk,2023,MIL
Eric Lauer,2023,MIL
Wade Miley,2023,MIL
Hoby Milner,2023,MIL
Joel Payamps,2023,MIL
Freddy Peralta,2023,MIL
Colin Rea,2023,MIL
Peter Strzelecki,2023,MIL
Gus Varland,2023,MIL
Devin Williams,2023,MIL
Bryse Wilson,2023,MIL
Brandon Woodruff,2023,MIL
José Butto,2023,NYM
Carlos Carrasco,2023,NYM
John Curtiss,2023,NYM
Luis Guillorme,2023,NYM
Tommy Hunter,2023,NYM
Tylor Megill,2023,NYM
Stephen Nogosek,2023,NYM
Adam Ottavino,2023,NYM
David Peterson,2023,NYM
Brooks Raley,2023,NYM
Denyi Reyes,2023,NYM
David Robertson,2023,NYM
Dennis Santana,2023,NYM
Max Scherzer,2023,NYM
Kodai Senga,2023,NYM
Drew Smith,2023,NYM
Jimmy Yacabonis,2023,NYM
José Alvarado,2023,PHI
Andrew Bellatti,2023,PHI
Connor Brogdon,2023,PHI
Seranthony Domínguez,2023,PHI
Bailey Falter,2023,PHI
Josh Harrison,2023,PHI
Craig Kimbrel,2023,PHI
Yunior Marte,2023,PHI
McKinley Moore,2023,PHI
Aaron Nola,2023,PHI
Luis Ortiz,2023,PHI
Gregory Soto,2023,PHI
Matt Strahm,2023,PHI
Andrew Vasquez,2023,PHI
Taijuan Walker,2023,PHI
Zack Wheeler,2023,PHI
David Bednar,2023,PIT
Roansy Contreras,2023,PIT
Wil Crowe,2023,PIT
Chase De Jong,2023,PIT
Jose Hernandez,2023,PIT
Rich Hill,2023,PIT
Colin Holderman,2023,PIT
Mitch Keller,2023,PIT
Dauri Moreta,2023,PIT
Johan Oviedo,2023,PIT
Robert Stephenson,2023,PIT
Duane Underwood Jr.,2023,PIT
Vince Velasquez,2023,PIT
Rob Zastryzny,2023,PIT
Nabil Crismatt,2023,SDP
Yu Darvish,2023,SDP
Brandon Dixon,2023,SDP
Luis García,2023,SDP
Josh Hader,2023,SDP
Tim Hill,2023,SDP
Brent Honeywell Jr.,2023,SDP
Seth Lugo,2023,SDP
Nick Martinez,2023,SDP
Blake Snell,2023,SDP
Domingo Tapia,2023,SDP
Michael Wacha,2023,SDP
Ryan Weathers,2023,SDP
Steven Wilson,2023,SDP
Scott Alexander,2023,SFG
Matt Beaty,2023,SFG
John Brebbia,2023,SFG
Alex Cobb,2023,SFG
Anthony DeSclafani,2023,SFG
Camilo Doval,2023,SFG
Sean Hjelle,2023,SFG
Jakob Junis,2023,SFG
Sean Manaea,2023,SFG
Taylor Rogers,2023,SFG
Tyler Rogers,2023,SFG
Ross Stripling,2023,SFG
Logan Webb,2023,SFG
Alex Wood,2023,SFG
Génesis Cabrera,2023,STL
Jack Flaherty,2023,STL
Giovanny Gallegos,2023,STL
Ryan Helsley,2023,STL
Jordan Hicks,2023,STL
Steven Matz,2023,STL
Miles Mikolas,2023,STL
Jordan Montgomery,2023,STL
Packy Naughton,2023,STL
Andre Pallante,2023,STL
Chris Stratton,2023,STL
Zack Thompson,2023,STL
Drew VerHagen,2023,STL
Jake Woodford,2023,STL
Anthony Banda,2023,WSN
Patrick Corbin,2023,WSN
Carl Edwards Jr.,2023,WSN
Kyle Finnegan,2023,WSN
MacKenzie Gore,2023,WSN
Josiah Gray,2023,WSN
Hobie Harris,2023,WSN
Hunter Harvey,2023,WSN
Chad Kuhl,2023,WSN
Erasmo Ramírez,2023,WSN
Mason Thompson,2023,WSN
Thaddeus Ward,2023,WSN
Trevor Williams,2023,WSN
CJ Abrams,2023,WSN
José Abreu,2023,HOU
Ronald Acuna Jr.,2023,ATL
Willy Adames,2023,MIL
Riley Adams,2023,WSN
Ehire Adrianza,2023,ATL
Jesús Aguilar,2023,OAK
Nick Ahmed,2023,ARI
Hanser Alberto,2023,CHW
Ozzie Albies,2023,ATL
Nick Allen,2023,OAK
Pete Alonso,2023,NYM
Francisco Álvarez,2023,NYM
Yordan Alvarez,2023,HOU
Brian Anderson,2023,MIL
Tim Anderson,2023,CHW
Elvis Andrus,2023,CHW
Orlando Arcia,2023,ATL
Nolan Arenado,2023,STL
Gabriel Arias,2023,CLE
Randy Arozarena,2023,TBR
Luis Arraez,2023,MIA
Christian Arroyo,2023,BOS
José Azocar,2023,SDP
Akil Baddoo,2023,DET
Ji Hwan Bae,2023,PIT
Javier Báez,2023,DET
Bryan Baker,2023,BAL
Austin Barnes,2023,LAD
Tucker Barnhart,2023,CHC
Joey Bart,2023,SFG
Matt Beaty,2023,SFG
Cody Bellinger,2023,CHC
Josh Bell,2023,CLE
Brandon Belt,2023,TOR
Anthony Bemboom,2023,BAL
Andrew Benintendi,2023,CHW
Will Benson,2023,CIN
Jon Berti,2023,MIA
Christian Bethancourt,2023,TBR
Mookie Betts,2023,LAD
Bo Bichette,2023,TOR
Cavan Biggio,2023,TOR
Charlie Blackmon,2023,COL
Xander Bogaerts,2023,SDP
Alec Bohm,2023,PHI
Jackie Bradley Jr.,2023,KCR
Matt Brash,2023,SEA
Alex Bregman,2023,HOU
Will Brennan,2023,CLE
Mike Brosseau,2023,MIL
Seth Brown,2023,OAK
Vidal Bruján,2023,TBR
Kris Bryant,2023,COL
J.B. Bukauskas,2023,SEA
Jake Burger,2023,CHW
Alec Burleson,2023,STL
Byron Buxton,2023,MIN
Jose Caballero,2023,SEA
Miguel Cabrera,2023,DET
Oswaldo Cabrera,2023,NYY
Willie Calhoun,2023,NYY
Alex Call,2023,WSN
Luis Campusano,2023,SDP
Jeimer Candelario,2023,WSN
Mark Canha,2023,NYM
Yennier Cano,2023,BAL
Conner Capel,2023,OAK
Victor Caratini,2023,MIL
Dylan Carlson,2023,STL
Kerry Carpenter,2023,DET
Matt Carpenter,2023,SDP
Corbin Carroll,2023,ARI
Curt Casali,2023,CIN
Triston Casas,2023,BOS
Nick Castellanos,2023,PHI
Harold Castro,2023,COL
Miguel Castro,2023,ARI
Rodolfo Castro,2023,PIT
Willi Castro,2023,MIN
Jake Cave,2023,PHI
Andrew Chafin,2023,ARI
Yu Chang,2023,BOS
Matt Chapman,2023,TOR
Michael Chavis,2023,WSN
Jazz Chisholm Jr.,2023,MIA
Ji Man Choi,2023,PIT
Kody Clemens,2023,PHI
Oscar Colás,2023,CHW
Michael Conforto,2023,SFG
Willson Contreras,2023,STL
William Contreras,2023,MIL
Garrett Cooper,2023,MIA
Franchy Cordero,2023,NYY
Carlos Correa,2023,MIN
Danny Coulombe,2023,BAL
Brandon Crawford,2023,SFG
J.P. Crawford,2023,SEA
C.J. Cron,2023,COL
Jake Cronenworth,2023,SDP
Nelson Cruz,2023,SDP
Oneil Cruz,2023,PIT
David Dahl,2023,SDP
Bobby Dalbec,2023,BOS
Travis d'Arnaud,2023,ATL
J.D. Davis,2023,SFG
Yonathan Daza,2023,COL
Bryan De La Cruz,2023,MIA
Jason Delay,2023,PIT
Rafael Devers,2023,BOS
Aledmys Díaz,2023,OAK
Elias Díaz,2023,COL
Yandy Díaz,2023,TBR
Yainer Diaz,2023,HOU
Corey Dickerson,2023,WSN
Brandon Dixon,2023,SDP
Josh Donaldson,2023,NYY
Brendan Donovan,2023,STL
Hunter Dozier,2023,KCR
Brandon Drury,2023,LAA
Mauricio Dubón,2023,HOU
Matt Duffy,2023,KCR
Ezequiel Duran,2023,TEX
Adam Duvall,2023,BOS
Nate Eaton,2023,KCR
Tommy Edman,2023,STL
Eduardo Escobar,2023,NYM
Santiago Espinal,2023,TOR
Thairo Estrada,2023,SFG
Stuart Fairchild,2023,CIN
Kyle Farmer,2023,MIN
David Fletcher,2023,LAA
Wilmer Flores,2023,SFG
Estevan Florial,2023,NYY
Nick Fortes,2023,MIA
Jake Fraley,2023,CIN
Ty France,2023,SEA
Wander Franco,2023,TBR
Adam Frazier,2023,BAL
Freddie Freeman,2023,LAD
TJ Friedl,2023,CIN
Cam Gallagher,2023,CLE
Joey Gallo,2023,MIN
Adolis García,2023,TEX
Avisaíl García,2023,MIA
Jose Barrero,2023,CIN
Luis García,2023,WSN
Kyle Garlick,2023,MIN
Stone Garrett,2023,WSN
Mitch Garver,2023,TEX
Logan Gillaspie,2023,BAL
Andrés Giménez,2023,CLE
Paul Goldschmidt,2023,STL
Yan Gomes,2023,CHC
Oscar Gonzalez,2023,CLE
Romy González,2023,CHW
Nick Gordon,2023,MIN
Nolan Gorman,2023,STL
Yuli Gurriel,2023,MIA
Yasmani Grandal,2023,CHW
Riley Greene,2023,DET
Trent Grisham,2023,SDP
Vaughn Grissom,2023,ATL
Robbie Grossman,2023,TEX
Vladimir Guerrero Jr.,2023,TOR
Luis Guillorme,2023,NYM
Lourdes Gurriel Jr.,2023,ARI
Eric Haase,2023,DET
Sam Haggerty,2023,SEA
Darick Hall,2023,PHI
Garrett Hampson,2023,MIA
Ian Happ,2023,CHC
Josh Harrison,2023,PHI
Michael Harris II,2023,ATL
Ke'Bryan Hayes,2023,PIT
Austin Hays,2023,BAL
Taylor Hearn,2023,TEX
Austin Hedges,2023,PIT
Jonah Heim,2023,TEX
Tyler Heineman,2023,PIT
Gunnar Henderson,2023,BAL
David Hensley,2023,HOU
Enrique Hernández,2023,BOS
Teoscar Hernández,2023,SEA
Jose Herrera,2023,ARI
Jason Heyward,2023,LAD
Aaron Hicks,2023,NYY
Kyle Higashioka,2023,NYY
Sam Hilliard,2023,ATL
Nico Hoerner,2023,CHC
Eric Hosmer,2023,CHC
Cooper Hummel,2023,SEA
Jonathan India,2023,CIN
Kyle Isbel,2023,KCR
Drey Jameson,2023,ARI
Travis Jankowski,2023,TEX
Danny Jansen,2023,TOR
Ryan Jeffers,2023,MIN
Eloy Jiménez,2023,CHW
Connor Joe,2023,PIT
Bryce Johnson,2023,SFG
Aaron Judge,2023,NYY
Edouard Julien,2023,MIN
Corey Julks,2023,HOU
Josh Jung,2023,TEX
Jarred Kelenic,2023,SEA
Tony Kemp,2023,OAK
Max Kepler,2023,MIN
Kevin Kiermaier,2023,TOR
Ha-Seong Kim,2023,SDP
Isiah Kiner-Falefa,2023,NYY
Alejandro Kirk,2023,TOR
Andrew Knizner,2023,STL
Ryan Kreidler,2023,DET
Steven Kwan,2023,CLE
Jake Lamb,2023,LAA
Shea Langeliers,2023,OAK
Trevor Larnach,2023,MIN
Tommy La Stella,2023,SEA
Ramón Laureano,2023,OAK
DJ LeMahieu,2023,NYY
Sandy León,2023,TEX
Kyle Lewis,2023,ARI
Francisco Lindor,2023,NYM
Tim Locastro,2023,NYM
Evan Longoria,2023,ARI
Nicky Lopez,2023,KCR
Brandon Lowe,2023,TBR
Josh Lowe,2023,TBR
Nathaniel Lowe,2023,TEX
Nathan Lukes,2023,TOR
Jordan Luplow,2023,TOR
Manny Machado,2023,SDP
Nick Madrigal,2023,CHC
Luke Maile,2023,CIN
Martín Maldonado,2023,HOU
Trey Mancini,2023,CHC
Tucupita Marcano,2023,PIT
Manuel Margot,2023,TBR
Brandon Marsh,2023,PHI
Ketel Marte,2023,ARI
Starling Marte,2023,NYM
J.D. Martinez,2023,LAD
Michael Massey,2023,KCR
Miles Mastrobuoni,2023,CHC
Jorge Mateo,2023,BAL
Mark Mathias,2023,PIT
Nick Maton,2023,DET
James McCann,2023,BAL
Jake McCarthy,2023,ARI
Chas McCormick,2023,HOU
Andrew McCutchen,2023,PIT
Scott McGough,2023,ARI
Reese McGuire,2023,BOS
Ryan McKenna,2023,BAL
Zach McKinstry,2023,DET
Ryan McMahon,2023,COL
Jeff McNeil,2023,NYM
Austin Meadows,2023,DET
Francisco Mejía,2023,TBR
MJ Melendez,2023,KCR
Joey Meneses,2023,WSN
Whit Merrifield,2023,TOR
Jake Meyers,2023,HOU
Brad Miller,2023,TEX
Owen Miller,2023,MIL
Jose Miranda,2023,MIN
Garrett Mitchell,2023,MIL
Yoán Moncada,2023,CHW
Elehuris Montero,2023,COL
Jovani Moran,2023,MIN
Gabriel Moreno,2023,ARI
Taylor Motter,2023,STL
Ryan Mountcastle,2023,BAL
Mike Moustakas,2023,COL
Cedric Mullins,2023,BAL
Max Muncy,2023,LAD
Penn Murfee,2023,SEA
Sean Murphy,2023,ATL
Tom Murphy,2023,SEA
Wil Myers,2023,CIN
Omar Narváez,2023,NYM
Josh Naylor,2023,CLE
Zach Neto,2023,LAA
Tyler Nevin,2023,DET
Kevin Newman,2023,CIN
Tomás Nido,2023,NYM
Brandon Nimmo,2023,NYM
Ryan Noda,2023,OAK
Austin Nola,2023,SDP
Lars Nootbaar,2023,STL
Rougned Odor,2023,SDP
Ryan O'Hearn,2023,BAL
Logan O'Hoppe,2023,LAA
Shohei Ohtani,2023,LAA
Edward Olivares,2023,KCR
Matt Olson,2023,ATL
Tyler O'Neill,2023,STL
James Outman,2023,LAD
Marcell Ozuna,2023,ATL
Cristian Pache,2023,PHI
Isaac Paredes,2023,TBR
Vinnie Pasquantino,2023,KCR
Joc Pederson,2023,SFG
Jeremy Peña,2023,HOU
David Peralta,2023,LAD
Geraldo Perdomo,2023,ARI
Carlos Pérez,2023,OAK
Cionel Pérez,2023,BAL
Roberto Pérez,2023,SFG
Salvador Perez,2023,KCR
Jace Peterson,2023,OAK
Tommy Pham,2023,NYM
Brett Phillips,2023,LAA
Kevin Pillar,2023,ATL
AJ Pollock,2023,SEA
Nick Pratto,2023,KCR
Jurickson Profar,2023,COL
Cal Raleigh,2023,SEA
Luke Raley,2023,TBR
Harold Ramírez,2023,TBR
José Ramírez,2023,CLE
Heliot Ramos,2023,SFG
J.T. Realmuto,2023,PHI
Rob Refsnyder,2023,BOS
Anthony Rendon,2023,LAA
Hunter Renfroe,2023,LAA
Luis Rengifo,2023,LAA
Franmil Reyes,2023,KCR
Bryan Reynolds,2023,PIT
Austin Riley,2023,ATL
Edwin Rios,2023,CHC
Anthony Rizzo,2023,NYY
Luis Robert Jr.,2023,CHW
Victor Robles,2023,WSN
Julio Rodríguez,2023,SEA
Jake Rogers,2023,DET
Josh Rojas,2023,ARI
Miguel Rojas,2023,LAD
Brent Rooker,2023,OAK
Amed Rosario,2023,CLE
Eddie Rosario,2023,ATL
Darin Ruf,2023,SFG
Esteury Ruiz,2023,OAK
Keibert Ruiz,2023,WSN
Adley Rutschman,2023,BAL
Blake Sabol,2023,SFG
César Salazar,2023,HOU
Jesús Sánchez,2023,MIA
Anthony Santander,2023,BAL
Carlos Santana,2023,PIT
Jonathan Schoop,2023,DET
Kyle Schwarber,2023,PHI
Corey Seager,2023,TEX
Jean Segura,2023,MIA
Marcus Semien,2023,TEX
Nick Senzel,2023,CIN
Brian Serven,2023,COL
Gavin Sheets,2023,CHW
Jose Siri,2023,TBR
Canaan Smith-Njigba,2023,PIT
Dominic Smith,2023,WSN
Josh H. Smith,2023,TEX
Kevin Smith,2023,OAK
Pavin Smith,2023,ARI
Will Smith,2023,LAD
Donovan Solano,2023,MIN
Jorge Soler,2023,MIA
Edmundo Sosa,2023,PHI
Lenyn Sosa,2023,CHW
Juan Soto,2023,SDP
George Springer,2023,TOR
Jacob Stallings,2023,MIA
Giancarlo Stanton,2023,NYY
Spencer Steer,2023,CIN
Tyler Stephenson,2023,CIN
Bryson Stott,2023,PHI
Kyle Stowers,2023,BAL
Myles Straw,2023,CLE
Garrett Stubbs,2023,PHI
Eugenio Suárez,2023,SEA
Jack Suwinski,2023,PIT
Seiya Suzuki,2023,CHC
Dansby Swanson,2023,CHC
Raimel Tapia,2023,BOS
Leody Taveras,2023,TEX
Chris Taylor,2023,LAD
Michael A. Taylor,2023,MIN
Rowdy Tellez,2023,MIL
Matt Thaiss,2023,LAA
Alek Thomas,2023,ARI
Lane Thomas,2023,WSN
Bubba Thompson,2023,TEX
Trayce Thompson,2023,LAD
Justin Topa,2023,SEA
Spencer Torkelson,2023,DET
Gleyber Torres,2023,NYY
Luis Torrens,2023,CHC
Ezequiel Tovar,2023,COL
Alan Trejo,2023,COL
Jose Trevino,2023,NYY
Chadwick Tromp,2023,ATL
Mike Trout,2023,LAA
Kyle Tucker,2023,HOU
Brice Turang,2023,MIL
Justin Turner,2023,BOS
Trea Turner,2023,PHI
Luis Urías,2023,MIL
Ramón Urías,2023,BAL
Gio Urshela,2023,LAA
Ildemaro Vargas,2023,WSN
Miguel Vargas,2023,LAD
Daulton Varsho,2023,TOR
Andrew Vaughn,2023,CHW
Terrin Vavra,2023,BAL
Christian Vázquez,2023,MIN
Nelson Velázquez,2023,CHC
Alex Verdugo,2023,BOS
Matt Vierling,2023,DET
David Villar,2023,SFG
Meibrys Viloria,2023,CLE
Daniel Vogelbach,2023,NYM
Luke Voit,2023,MIL
Anthony Volpe,2023,NYY
Jason Vosler,2023,CIN
LaMonte Wade Jr.,2023,SFG
Tyler Wade,2023,OAK
Christian Walker,2023,ARI
Jordan Walker,2023,STL
Matt Wallner,2023,MIN
Taylor Walls,2023,TBR
Taylor Ward,2023,LAA
Joey Wendle,2023,MIA
Eli White,2023,ATL
Joey Wiemer,2023,MIL
Jesse Winker,2023,MIL
Patrick Wisdom,2023,CHC
Brett Wisely,2023,SFG
Bobby Witt,2023,KCR
Connor Wong,2023,BOS
Kolten Wong,2023,SEA
Austin Wynns,2023,SFG
Mike Yastrzemski,2023,SFG
Christian Yelich,2023,MIL
Juan Yepez,2023,STL
Masataka Yoshida,2023,BOS
Seby Zavala,2023,CHW
Mike Zunino,2023,CLE
